region_name,region_population,avg_rainfall_mm,soil_quality_index,temperature_celsius,major_crop_type,crop_area_hectares,crop_yield_tonne,fertilizer_demand_kg,pesticide_demand_litre,seed_demand_kg,irrigation_need_index,market_price_index,agri_infrastructure_score,subsidy_level
Arunachal Pradesh - Hills District 193,51800,1735.0,53.3,26.2,Pulses,64.0,175.86,2474.8,38.43,2037.1,43.1,116.5,44.0,5.6
Sikkim - Plateau District 194,11222,1353.8,40.2,25.3,Wheat,30.0,184.53,3213.5,54.47,1526.8,49.9,114.1,48.0,31.5
Kerala - North District 195,84718,743.8,34.3,27.5,Wheat,108.5,445.67,12439.0,145.06,5384.1,77.7,119.0,61.9,0.0
Uttar Pradesh - Valley District 196,20347,1602.2,71.9,25.4,Wheat,30.0,173.27,2475.2,40.92,1645.6,58.3,109.5,62.5,36.6
Uttar Pradesh - East District 197,38526,1323.3,31.3,22.6,Wheat,85.1,313.02,8634.4,123.16,3846.5,64.6,101.1,68.5,11.9
Karnataka - North District 198,27199,582.7,46.6,29.9,Rice,33.7,123.8,4593.0,69.63,1455.6,80.3,100.7,57.1,32.6
Andhra Pradesh - Coastal District 199,30966,1455.8,61.6,25.8,Maize,30.0,240.7,3928.8,89.12,575.9,61.1,97.1,36.2,31.6
Uttarakhand - South District 200,9023,780.5,56.5,23.0,Wheat,30.0,111.98,3249.6,39.61,1660.3,55.7,104.2,33.3,16.2
Tripura - Delta District 201,94585,837.4,20.5,26.3,Wheat,146.3,504.89,16936.4,211.68,7596.7,62.1,116.1,66.2,0.0
Andhra Pradesh - East District 202,13679,1167.0,68.0,23.1,Wheat,30.0,118.98,2451.3,40.31,1563.3,46.2,102.8,56.8,45.9
Kerala - East District 203,31269,1058.5,53.4,34.0,Pulses,47.2,52.19,2274.3,28.26,1408.6,78.7,102.3,49.1,22.9
Tripura - North District 204,8159,1623.2,57.6,26.3,Rice,30.0,278.67,4771.1,89.58,1243.8,36.4,89.7,46.1,23.3
Manipur - Coastal District 205,25988,1357.8,73.1,33.5,Rice,55.5,387.94,6382.5,154.57,2006.9,54.8,103.9,60.2,30.9
West Bengal - Central District 206,15112,804.2,82.0,15.2,Rice,30.0,119.65,3788.9,47.55,1193.6,79.6,92.5,44.0,28.6
Andhra Pradesh - Rural District 207,15682,1183.2,61.9,27.8,Pulses,31.7,74.43,1302.9,23.33,914.6,59.2,105.8,49.3,51.6
Puducherry - Plains District 208,43317,989.2,30.2,28.9,Maize,62.5,256.59,8046.1,176.61,1330.9,78.1,95.3,60.0,23.1
Gujarat - Coastal District 209,25745,1346.1,47.6,24.8,Pulses,33.2,72.15,1482.4,19.84,1004.9,56.5,111.3,52.3,42.3
Puducherry - Delta District 210,25388,747.6,84.0,23.1,Wheat,32.4,159.77,2895.9,42.85,1552.6,76.5,98.5,46.6,21.6
Kerala - Plains District 211,8886,1440.0,42.7,32.0,Rice,30.0,182.68,3879.5,58.1,1361.6,53.8,117.3,49.4,38.2
Uttarakhand - Rural District 212,65099,417.3,63.9,33.0,Maize,122.0,422.05,12741.9,306.37,2630.3,89.3,119.9,61.2,0.0
Sikkim - East District 213,5770,2001.0,73.6,26.5,Rice,30.0,327.94,3409.8,93.34,1256.1,28.2,101.4,28.5,32.4
Uttar Pradesh - Rural District 214,16353,1773.7,63.2,26.6,Wheat,30.0,237.11,2456.1,65.12,1268.3,51.4,113.9,73.2,45.3
Puducherry - East District 215,40737,922.3,60.5,25.1,Rice,63.7,351.1,7306.2,127.36,2201.7,71.0,106.3,37.3,11.8
Gujarat - Hills District 216,39803,1819.5,57.0,29.5,Rice,76.9,708.56,10274.7,160.86,2844.5,30.2,105.8,77.1,2.1
Karnataka - Rural District 217,40141,690.8,43.3,33.2,Maize,52.3,210.77,7155.6,121.79,1101.5,71.3,116.0,59.0,20.5
Gujarat - Rural District 218,19067,1045.3,39.5,19.2,Rice,30.0,143.59,4930.6,65.5,1149.5,71.1,117.8,49.1,0.5
Nagaland - Urban District 219,13366,552.8,54.1,34.2,Rice,30.0,96.99,4123.6,44.04,1220.9,80.4,78.6,35.2,59.3
Assam - Valley District 220,9147,766.7,45.5,28.8,Wheat,30.0,116.29,3510.4,39.8,1463.3,62.8,111.3,72.8,46.2
Arunachal Pradesh - Central District 221,11512,1102.2,29.1,21.9,Rice,30.0,167.38,4903.0,63.07,1250.9,56.9,105.2,39.2,42.5
Kerala - West District 222,53180,1805.5,65.2,28.9,Maize,31.4,346.13,3570.4,136.28,617.3,38.1,112.1,61.7,1.7
Meghalaya - Central District 223,16555,1096.9,67.2,27.0,Pulses,31.4,46.67,1408.7,21.99,870.9,66.5,116.9,37.0,27.2
Rajasthan - Valley District 224,19790,200.0,67.9,25.0,Maize,30.0,61.79,3425.9,58.64,564.1,100.0,104.4,60.2,27.3
Assam - Valley District 225,12392,1471.6,32.9,28.4,Maize,30.0,249.76,4025.9,89.16,542.3,47.3,109.7,57.9,58.8
Andhra Pradesh - North District 226,9643,960.7,57.1,23.5,Rice,30.0,161.83,3461.0,70.71,1369.7,55.2,107.5,56.5,46.2
Chhattisgarh - West District 227,39035,951.3,34.4,24.1,Wheat,59.7,204.07,7018.0,92.34,2963.7,76.7,104.3,29.7,3.8
Himachal Pradesh - Delta District 228,39227,1785.9,52.7,24.0,Wheat,64.6,502.32,7029.7,141.84,3123.3,40.9,102.5,79.7,20.7
Odisha - Delta District 229,21889,1190.0,46.5,29.4,Rice,39.4,264.41,5188.7,85.6,1456.7,71.1,99.0,50.7,30.9
Punjab - Plateau District 230,102827,1201.0,54.4,25.9,Wheat,94.0,458.45,9654.7,142.96,4980.4,42.4,111.8,43.0,0.0
Uttarakhand - Coastal District 231,17980,940.6,57.7,28.5,Wheat,37.7,155.6,3708.1,48.19,1834.8,64.1,105.6,24.0,38.4
Uttar Pradesh - Urban District 232,38038,377.3,45.6,20.1,Wheat,47.3,75.37,4988.1,49.31,2461.9,97.0,112.7,43.7,9.6
Andhra Pradesh - Rural District 233,20211,1567.5,60.7,29.6,Pulses,30.0,47.64,1172.2,17.83,823.2,46.7,110.6,44.8,50.0
Jammu & Kashmir - Central District 234,64270,1187.2,70.5,32.3,Pulses,126.2,314.84,4944.0,88.06,4035.0,53.1,107.1,65.4,0.0
Manipur - North District 235,14177,1035.3,45.5,27.2,Maize,30.0,174.55,4060.7,97.2,569.6,57.4,99.2,32.0,35.6
Sikkim - Central District 236,39944,1458.6,40.3,29.6,Wheat,36.6,184.28,3979.5,55.46,1920.3,56.0,117.8,60.8,24.2
Uttarakhand - South District 237,4333,1345.9,36.6,25.0,Wheat,30.0,175.57,3775.9,43.85,1551.0,64.2,109.3,42.2,29.4
Goa - Plateau District 238,10882,1282.3,49.4,28.0,Wheat,30.0,147.08,2664.3,39.54,1288.6,58.1,109.8,43.7,36.2
Gujarat - Coastal District 239,50106,850.0,66.9,29.2,Pulses,88.5,193.63,3442.9,55.32,2674.5,55.8,124.1,69.9,8.0
Nagaland - East District 240,10454,1410.8,35.6,28.1,Maize,30.0,190.59,3687.2,88.72,657.4,54.3,107.2,35.4,43.3
Uttarakhand - Plains District 241,44835,1270.8,51.7,24.6,Rice,84.7,443.83,11454.8,215.51,3248.3,61.0,106.4,56.0,0.0
Himachal Pradesh - Rural District 242,35953,1020.7,37.9,25.9,Rice,63.8,181.85,10984.8,107.24,2248.4,60.1,104.9,62.7,41.9
Jharkhand - Rural District 243,18283,699.5,67.5,26.7,Wheat,30.0,135.02,2984.9,49.25,1591.2,77.5,117.1,43.2,39.0
Jammu & Kashmir - Plateau District 244,43069,952.3,50.0,22.8,Maize,60.5,319.7,7270.8,149.57,1259.6,60.2,101.2,32.8,28.4
Tripura - Delta District 245,15559,1627.1,24.6,30.5,Rice,30.0,256.44,4536.3,90.0,1135.6,43.5,112.1,17.6,34.2
Jammu & Kashmir - Delta District 246,28609,1299.8,52.0,26.4,Wheat,59.0,337.02,6209.1,74.53,3129.8,46.4,119.0,40.6,38.6
Arunachal Pradesh - Plateau District 247,26227,1110.8,74.6,25.8,Wheat,41.0,239.34,3788.3,55.74,2245.6,72.5,107.5,53.8,20.2
Bihar - Plateau District 248,12139,768.0,37.6,31.2,Rice,30.0,100.93,4185.9,57.11,1207.5,68.4,100.5,45.8,39.9
Chhattisgarh - Hills District 249,26057,1452.7,48.8,31.4,Rice,33.6,243.67,4947.5,73.52,1402.9,62.4,104.3,63.7,28.6
Nagaland - Coastal District 250,16095,1224.9,35.8,22.3,Wheat,39.9,213.36,5085.2,69.65,1947.1,58.4,104.2,34.2,28.3
Goa - Plateau District 251,62240,1269.3,34.6,25.4,Wheat,122.6,670.08,15177.8,230.61,6603.5,55.7,115.9,45.9,0.0
Rajasthan - Delta District 252,128431,1169.8,57.4,27.6,Pulses,158.7,379.85,7314.3,98.47,5121.3,59.5,114.0,53.6,0.0
Nagaland - Rural District 253,17942,285.3,52.6,26.2,Maize,30.0,23.24,3665.2,62.31,690.7,88.4,101.5,57.0,28.3
Himachal Pradesh - Delta District 254,116024,1034.2,62.7,24.2,Rice,126.8,812.22,14578.7,271.36,5026.8,55.9,109.3,53.8,0.0
Tamil Nadu - Plateau District 255,10603,1326.0,58.5,21.4,Maize,30.0,245.31,3830.0,98.67,637.9,70.8,101.5,40.8,24.4
Rajasthan - Rural District 256,12760,816.1,86.2,27.5,Maize,30.0,151.04,2966.5,80.87,627.5,84.3,112.6,49.7,42.5
Gujarat - Rural District 257,82293,1243.0,75.1,24.1,Wheat,106.1,756.68,10063.7,189.92,4997.3,61.2,106.7,63.9,0.0
Jharkhand - Urban District 258,66540,925.9,62.4,34.0,Wheat,103.6,230.22,10432.7,118.5,4743.6,63.8,121.7,65.3,0.0
Bihar - Coastal District 259,71818,1225.7,58.1,21.6,Pulses,143.2,237.59,7463.6,90.8,4495.8,61.5,105.1,75.2,0.0
Sikkim - Coastal District 260,51445,1622.1,51.7,23.9,Maize,97.9,879.0,12336.1,363.82,1976.8,36.0,108.8,57.1,0.0
Punjab - South District 261,25464,1024.3,70.5,24.4,Rice,30.0,174.15,3172.1,48.81,1173.4,61.4,107.4,59.6,5.6
Assam - Rural District 262,26903,999.4,64.4,20.6,Rice,30.0,167.12,3614.4,73.93,1109.8,55.6,98.8,43.3,40.5
Punjab - Urban District 263,6490,1358.2,94.2,27.2,Rice,30.0,257.84,3176.9,92.56,1188.4,48.5,107.2,48.5,43.4
Kerala - Urban District 264,39980,532.7,20.0,27.7,Rice,32.4,124.19,5745.1,53.73,1297.6,93.4,104.8,58.7,13.1
Nagaland - North District 265,4576,1036.6,68.2,31.6,Maize,30.0,216.94,3553.5,76.4,622.1,70.5,89.0,52.5,53.9
Haryana - Valley District 266,101745,1515.7,48.3,24.5,Wheat,160.7,874.11,17622.2,220.58,8746.6,58.3,110.2,59.0,0.0
Jharkhand - Plateau District 267,54981,679.6,43.2,30.9,Rice,108.2,433.65,15419.2,177.06,3988.0,75.5,111.4,79.5,11.4
Tripura - East District 268,161837,928.7,51.4,27.2,Pulses,238.2,158.14,10816.0,134.65,6990.8,54.1,109.7,78.0,0.0
Assam - Coastal District 269,37579,1288.4,62.7,28.0,Rice,68.4,478.37,10773.7,170.73,2937.1,66.1,117.0,56.2,8.3
Karnataka - Delta District 270,9495,701.8,24.2,26.0,Rice,30.0,120.06,4839.1,55.35,1187.7,83.4,104.9,63.7,30.3
Haryana - Delta District 271,9441,1322.5,18.3,26.1,Pulses,30.0,26.66,1581.0,17.76,839.6,49.4,90.4,43.8,24.1
Meghalaya - South District 272,11976,1610.0,42.6,24.5,Rice,30.0,259.22,4166.0,56.8,1268.4,34.7,105.7,45.0,31.2
Manipur - Plains District 273,14459,1231.6,56.0,23.7,Wheat,30.0,166.31,3271.3,53.21,1542.8,58.7,102.7,47.4,55.3
Bihar - Delta District 274,37716,1391.6,54.3,24.9,Maize,80.2,758.87,10387.8,256.84,1613.2,50.6,117.3,41.7,22.3
Punjab - Central District 275,11131,1925.8,64.3,33.8,Wheat,30.0,200.65,2844.4,57.78,1477.5,53.5,106.9,49.7,40.8
Goa - Delta District 276,55739,1201.0,51.8,27.8,Maize,99.1,688.48,11133.7,270.77,2078.9,55.3,98.3,58.8,22.3
Maharashtra - West District 277,39755,1039.5,70.8,22.0,Wheat,59.6,341.34,5105.4,69.77,3012.1,70.9,114.8,57.6,0.8
Madhya Pradesh - East District 278,44542,1330.2,87.3,17.1,Maize,95.6,1043.72,8780.4,342.26,1859.7,31.7,109.8,42.7,15.8
Delhi - West District 279,15752,928.1,70.7,21.7,Wheat,30.0,170.37,2355.8,46.85,1453.6,57.3,93.3,59.1,39.0
Puducherry - Coastal District 280,45821,942.9,46.6,23.7,Pulses,34.2,77.64,1678.5,21.26,1047.1,57.0,102.4,64.4,0.0
Maharashtra - East District 281,8134,1446.0,37.7,28.2,Maize,30.0,210.59,4095.0,65.74,640.4,36.9,98.0,52.1,45.1
Himachal Pradesh - West District 282,10468,1659.5,47.5,30.0,Wheat,30.0,183.07,3361.0,41.83,1409.3,47.4,114.0,41.6,49.2
Rajasthan - Valley District 283,9251,1122.8,83.7,26.8,Wheat,30.0,188.65,2475.1,44.16,1591.5,66.6,106.2,18.8,43.1
West Bengal - Hills District 284,51950,943.4,54.9,16.6,Maize,87.0,528.19,9074.5,300.32,1784.1,62.6,110.0,32.6,0.0
Sikkim - Plains District 285,57687,640.0,51.8,28.9,Rice,31.1,165.67,4297.9,67.38,1189.7,71.5,97.5,34.0,12.3
Punjab - Valley District 286,5779,1195.0,38.0,24.8,Rice,30.0,141.7,4285.6,53.88,1255.7,75.8,118.6,39.0,39.0
Delhi - Plateau District 287,19158,929.7,37.8,26.1,Rice,46.2,225.87,6968.9,71.85,1885.7,57.8,98.6,37.5,41.3
Tripura - East District 288,96814,853.8,37.2,25.2,Rice,156.3,721.14,23007.8,317.01,6333.4,77.7,106.0,58.5,0.0
Uttar Pradesh - Urban District 289,14346,1237.8,77.9,21.2,Pulses,30.0,31.84,1061.3,13.39,942.5,56.4,100.1,35.0,46.1
Odisha - Hills District 290,6475,1124.4,83.1,26.8,Rice,30.0,198.88,3321.0,62.38,1202.5,57.0,100.4,48.1,39.8
Delhi - Valley District 291,10607,829.0,51.9,28.7,Wheat,30.0,131.27,3077.5,42.49,1494.1,61.2,91.2,30.5,37.2
Tamil Nadu - Coastal District 292,93791,721.8,54.8,25.4,Maize,247.4,1020.78,27366.9,529.47,5067.2,71.3,109.5,67.0,0.0
Bihar - Delta District 293,13533,908.8,83.0,23.2,Rice,30.0,163.21,3479.4,59.23,1209.6,56.7,111.8,43.0,22.9
Himachal Pradesh - Valley District 294,20738,1235.0,67.0,22.6,Pulses,30.0,100.72,1394.2,22.84,1068.1,67.1,123.6,53.7,25.8
Jharkhand - North District 295,35529,1105.0,49.9,24.1,Wheat,82.8,349.45,8073.1,110.24,4226.3,61.9,107.4,37.9,15.1
Punjab - Plains District 296,53578,1463.2,70.0,24.5,Wheat,61.8,515.29,4681.3,111.59,2951.7,42.5,108.5,73.4,9.8
Madhya Pradesh - Urban District 297,4897,1001.3,77.3,31.1,Rice,30.0,188.87,3780.2,67.97,1337.5,64.6,105.6,49.5,41.8
Uttarakhand - Plateau District 298,11310,719.7,47.9,25.3,Wheat,30.0,75.5,3481.5,41.88,1604.2,68.6,81.4,29.8,50.2
West Bengal - Rural District 299,26591,1415.5,66.2,20.1,Rice,30.0,205.25,4188.2,70.39,1174.9,45.7,85.8,72.2,33.9
Nagaland - Urban District 300,16123,1201.5,44.2,28.3,Wheat,30.0,151.5,3969.7,55.25,1591.9,55.2,110.5,54.5,25.9
Chhattisgarh - Coastal District 301,32652,651.1,51.1,20.4,Rice,39.0,166.78,5701.5,74.04,1547.5,76.1,126.0,66.7,27.6
Karnataka - North District 302,48228,1340.7,81.4,23.0,Maize,64.9,505.18,6727.8,247.94,1407.2,63.6,93.5,61.1,6.7
Karnataka - Plateau District 303,16349,1357.0,38.1,20.7,Wheat,30.0,147.99,3230.7,50.0,1380.2,51.0,109.3,58.9,55.9
Chhattisgarh - South District 304,18147,1209.4,40.7,29.8,Wheat,30.0,161.79,3746.9,44.11,1545.2,55.9,103.8,33.0,38.8
Punjab - Central District 305,23477,1508.9,64.7,25.1,Maize,48.7,361.36,5746.9,154.3,865.9,51.3,97.2,71.3,14.3
Puducherry - Central District 306,59095,1316.0,54.2,25.1,Maize,111.0,900.93,13486.8,409.2,2224.4,48.4,103.0,58.0,0.0
Andhra Pradesh - East District 307,40372,1024.4,89.5,29.7,Rice,35.3,223.57,3721.1,96.49,1462.2,49.7,105.1,68.7,0.0
Nagaland - North District 308,20225,1347.4,47.5,31.6,Maize,30.0,216.81,3668.1,110.28,638.6,52.8,100.4,69.3,37.1
Telangana - Rural District 309,47546,1149.0,84.9,18.2,Maize,71.9,658.15,7035.8,273.09,1382.2,49.6,95.7,36.0,8.2
Bihar - North District 310,130880,1044.8,47.8,24.3,Rice,194.5,1127.5,27883.1,434.62,7380.8,67.7,105.1,75.6,0.0
Manipur - North District 311,22595,1623.0,45.4,28.1,Pulses,32.8,57.34,1417.9,17.68,888.9,34.5,106.4,23.7,27.8
Uttar Pradesh - East District 312,15693,849.0,40.7,29.1,Maize,41.4,194.78,5326.8,116.99,862.4,60.7,107.5,23.9,40.9
Gujarat - Delta District 313,19246,646.0,70.6,25.3,Rice,35.9,154.43,4471.3,68.29,1411.1,71.8,89.6,50.9,31.6
Delhi - Urban District 314,29766,540.4,63.7,28.1,Wheat,80.3,225.13,9038.8,96.12,3962.2,81.0,111.9,62.0,31.2
Nagaland - Central District 315,42766,887.0,57.8,27.3,Rice,30.6,188.24,3725.9,70.11,1113.7,75.3,98.9,45.9,33.0
Jharkhand - Valley District 316,11026,1560.2,70.4,31.8,Maize,30.0,294.11,3519.1,109.15,622.8,44.7,99.9,33.0,40.0
Arunachal Pradesh - Plateau District 317,13484,788.6,53.7,23.6,Wheat,30.0,127.0,3142.3,44.16,1292.4,64.6,106.6,41.1,33.3
Uttarakhand - Coastal District 318,29744,1800.4,63.0,29.6,Rice,45.6,371.21,5332.8,132.26,1738.2,38.2,99.7,49.5,16.4
Manipur - Central District 319,12495,1446.0,32.9,28.5,Wheat,30.0,159.5,3402.4,53.13,1485.8,35.8,95.8,53.4,30.9
Tamil Nadu - Delta District 320,15709,1149.4,51.0,19.0,Rice,30.0,184.87,4291.6,67.01,1130.1,56.1,114.3,45.9,30.5
Punjab - West District 321,22423,986.5,58.3,26.9,Pulses,34.1,49.65,1430.5,26.08,985.1,62.0,101.2,52.6,18.8
Maharashtra - Valley District 322,31727,959.3,74.7,21.4,Wheat,53.3,313.87,5062.3,101.37,2451.7,55.7,115.7,58.2,20.9
Nagaland - Coastal District 323,7924,820.0,45.3,22.5,Rice,30.0,100.99,4811.9,59.28,1306.3,58.5,99.8,44.3,23.2
Sikkim - West District 324,23681,1089.3,82.7,27.4,Wheat,45.4,246.49,4013.9,53.99,2467.8,54.2,102.3,40.3,30.3
Maharashtra - Central District 325,5847,1269.9,83.0,32.4,Rice,30.0,233.71,3522.6,77.38,1157.0,49.2,113.5,47.3,43.8
Rajasthan - Hills District 326,20078,1106.5,44.5,29.3,Wheat,36.1,195.27,3964.3,57.52,1732.2,66.5,105.5,54.9,21.7
Madhya Pradesh - North District 327,42081,799.3,56.3,18.8,Rice,46.9,183.24,6950.9,87.44,1798.5,78.6,99.8,57.9,23.0
Karnataka - East District 328,33259,703.2,31.1,26.5,Maize,74.7,154.4,10487.6,191.22,1317.0,62.5,101.1,48.9,5.5
Punjab - Hills District 329,20835,1469.6,62.2,28.6,Rice,30.0,168.98,4098.9,67.99,1123.2,49.8,94.2,45.5,45.3
Maharashtra - North District 330,18978,1597.1,75.1,28.6,Rice,30.0,246.87,4009.0,77.67,1165.3,43.0,86.2,50.3,49.4
Manipur - North District 331,42600,1142.0,56.2,26.2,Wheat,41.4,202.75,3799.5,67.4,1976.8,65.8,118.6,72.2,22.2
Kerala - West District 332,48406,1266.4,56.1,29.8,Rice,106.3,652.86,13020.3,234.2,4653.5,57.8,90.3,41.2,15.5
Chhattisgarh - Urban District 333,7367,1132.9,49.5,22.8,Pulses,30.0,57.05,1597.3,19.28,843.6,49.5,102.7,39.9,39.0
Manipur - Urban District 334,45355,767.3,90.5,28.6,Rice,59.2,272.0,5119.2,119.35,2262.5,56.2,97.2,45.3,4.0
Arunachal Pradesh - West District 335,13578,1453.9,22.1,29.9,Wheat,30.0,175.94,3576.2,55.07,1449.1,43.2,127.1,44.6,49.8
Nagaland - Valley District 336,125992,1067.3,66.0,31.9,Rice,242.1,1458.88,28804.3,413.87,9217.7,57.1,132.3,64.3,0.0
Karnataka - East District 337,7023,680.8,51.8,23.9,Rice,30.0,88.25,3883.5,60.75,1191.4,65.7,114.4,46.7,40.0
Sikkim - Urban District 338,86471,1000.2,65.8,25.4,Rice,143.5,900.9,17911.1,264.44,6148.5,64.1,109.5,46.6,0.0
Bihar - Hills District 339,38697,1100.3,74.2,27.4,Maize,99.6,808.98,10614.0,269.92,1953.7,69.0,85.2,26.5,31.0
Assam - North District 340,14772,325.3,40.2,29.7,Rice,30.0,34.82,4267.7,40.37,1112.6,88.6,108.8,32.1,37.7
Ladakh - West District 341,11858,1476.0,51.5,18.4,Pulses,30.0,61.26,1464.0,21.63,907.3,56.8,87.4,49.0,54.7
Tamil Nadu - East District 342,7218,740.4,32.5,27.1,Rice,30.0,137.2,4885.6,48.95,1218.9,72.0,87.8,55.8,51.8
West Bengal - East District 343,41217,895.1,81.8,28.3,Maize,37.2,269.07,3696.7,110.53,639.4,66.0,108.4,58.4,19.0
Punjab - Central District 344,33305,1538.3,47.6,25.1,Rice,49.6,360.38,6528.9,138.37,1949.4,40.7,105.3,59.1,13.8
Sikkim - West District 345,23358,1610.2,52.4,29.0,Maize,50.2,438.26,5903.9,172.33,1021.9,40.3,98.8,42.9,21.6
Tamil Nadu - Valley District 346,76988,1252.1,47.7,25.2,Rice,101.0,699.85,14984.3,200.46,3858.3,56.3,113.4,40.6,1.7
Tamil Nadu - Delta District 347,23688,1038.6,52.5,27.4,Maize,30.9,200.59,3886.5,84.1,568.3,77.3,117.7,66.1,40.5
Assam - Urban District 348,54161,1145.7,49.5,26.0,Rice,61.8,338.36,8341.0,137.49,2396.0,71.8,106.0,59.7,0.0
Himachal Pradesh - North District 349,4891,598.0,68.2,25.1,Maize,30.0,90.19,3218.1,70.06,615.6,92.0,107.3,45.7,33.6
Manipur - West District 350,21278,815.4,52.5,22.6,Maize,32.5,84.55,4458.9,76.13,582.2,71.6,132.4,75.8,33.8
Andhra Pradesh - East District 351,24593,1439.4,74.4,24.2,Maize,30.0,233.48,2867.7,77.54,589.2,48.5,103.7,63.6,33.2
Assam - Plains District 352,27378,1320.2,57.7,23.4,Wheat,36.6,197.27,3905.5,55.77,1909.3,41.9,112.0,45.1,19.9
Telangana - West District 353,18354,1116.5,70.9,23.7,Maize,30.0,162.59,2991.2,87.12,617.5,55.9,111.7,40.0,35.1
Madhya Pradesh - Plateau District 354,15616,1696.3,84.8,23.6,Wheat,30.0,202.27,2333.7,55.54,1381.7,30.7,94.1,56.3,11.3
Delhi - Plateau District 355,47423,1449.7,58.4,33.1,Rice,33.7,192.27,5305.4,77.77,1400.8,48.7,109.7,61.0,8.4
Goa - Central District 356,15443,610.6,55.6,27.8,Maize,30.0,167.57,3752.6,74.83,614.5,84.6,110.3,41.4,46.1
Jharkhand - North District 357,23812,1003.6,54.0,22.2,Wheat,35.9,192.8,3792.2,64.06,1734.9,67.3,93.3,47.1,43.7
Jammu & Kashmir - Hills District 358,81723,933.3,59.9,28.1,Rice,178.5,981.41,26399.3,403.98,6574.4,66.8,108.4,45.2,0.0
West Bengal - West District 359,59183,779.0,57.7,24.3,Maize,44.9,188.55,6255.2,111.03,809.4,78.4,106.4,69.4,19.7
Arunachal Pradesh - Coastal District 360,5941,1325.0,46.5,27.1,Maize,30.0,186.3,4186.9,84.95,603.3,44.9,99.6,49.2,41.3
Telangana - Plateau District 361,27846,1737.5,48.3,28.3,Rice,47.0,319.13,7656.2,141.33,1955.9,31.7,111.2,48.1,22.8
Chhattisgarh - Urban District 362,24130,677.4,32.0,23.0,Maize,31.6,148.22,4905.3,75.96,644.1,70.7,101.2,60.8,13.7
Delhi - Hills District 363,12115,408.4,63.5,27.4,Wheat,30.0,108.24,2777.7,41.89,1480.4,97.0,96.4,60.7,45.3
Meghalaya - Coastal District 364,8498,1491.2,82.6,27.2,Maize,30.0,266.78,2895.3,75.14,595.9,42.5,102.4,46.6,41.9
Manipur - Urban District 365,42706,2274.1,74.4,31.1,Wheat,74.9,627.41,7653.9,125.2,3759.8,25.3,94.6,65.8,20.6
Rajasthan - Delta District 366,5219,461.3,60.5,20.2,Rice,30.0,115.93,3800.7,51.0,1222.8,75.5,118.0,29.6,25.4
Chhattisgarh - Rural District 367,22251,1283.1,47.6,28.0,Wheat,33.7,183.23,3664.3,58.14,1493.9,67.3,99.1,47.2,31.2
Ladakh - North District 368,26299,1095.3,73.3,24.4,Maize,35.5,226.38,3570.8,98.26,788.8,57.4,100.5,55.6,53.1
Ladakh - Urban District 369,16479,1198.7,43.5,31.2,Wheat,32.2,154.38,3381.4,50.43,1508.5,47.4,110.2,41.8,37.6
Kerala - South District 370,27420,1125.8,74.3,29.7,Rice,30.0,209.09,3423.3,73.23,1208.7,48.4,80.0,49.7,23.2
Goa - South District 371,53050,544.2,61.6,27.9,Wheat,60.8,186.37,6613.0,71.04,3278.9,92.4,126.6,68.8,0.0
Manipur - Central District 372,27471,806.0,67.3,23.9,Wheat,40.8,137.85,4038.5,65.88,2241.2,83.3,97.1,69.0,26.2
Manipur - Plateau District 373,55084,282.3,43.1,30.3,Pulses,91.9,188.75,4559.7,76.67,2615.5,82.9,110.8,71.1,0.0
Tripura - Coastal District 374,39773,1639.6,50.2,28.2,Rice,55.9,484.83,8157.1,154.86,2408.6,39.1,115.1,53.5,17.8
Jharkhand - West District 375,18697,696.9,67.3,36.0,Rice,30.0,154.47,3551.1,38.56,1338.2,60.0,86.0,70.8,42.3
Jammu & Kashmir - Urban District 376,19936,646.3,16.2,32.9,Pulses,40.7,95.04,2347.4,29.36,1208.7,65.9,113.0,45.0,23.2
Sikkim - East District 377,31754,1096.0,64.9,24.7,Wheat,43.8,173.67,4234.6,63.08,2157.4,68.2,107.2,58.1,55.8
Haryana - Delta District 378,26567,877.6,70.7,35.2,Maize,30.0,142.32,3242.5,60.43,593.1,72.8,115.5,61.5,14.8
Karnataka - West District 379,17200,1741.3,57.8,28.2,Wheat,30.0,220.6,2650.1,63.05,1434.3,23.2,126.5,57.1,25.5
Gujarat - Coastal District 380,15682,1318.5,74.0,26.2,Wheat,30.0,175.37,2250.8,53.22,1545.1,60.0,100.7,59.8,37.3
Ladakh - North District 381,31541,829.3,40.1,28.9,Rice,42.2,172.26,6916.1,68.71,1705.9,62.7,104.8,70.7,3.4
Maharashtra - Delta District 382,48363,1429.1,60.2,27.0,Rice,62.7,409.62,6577.0,127.62,2552.1,33.7,108.2,55.2,12.5
Jharkhand - Valley District 383,17035,200.0,67.0,31.7,Maize,33.6,93.2,3704.2,85.53,702.9,100.0,105.4,47.9,28.8
Sikkim - South District 384,56364,1556.2,66.9,22.4,Rice,98.3,700.7,12563.5,257.12,3812.0,50.5,114.2,57.4,9.3
Tripura - North District 385,21517,1607.5,54.8,23.0,Maize,36.8,322.47,4779.3,145.32,660.7,40.1,110.9,63.9,54.8
Andhra Pradesh - Plains District 386,37871,2031.4,63.2,23.7,Rice,60.9,557.14,7669.7,137.43,2419.4,27.3,101.6,41.7,16.1
Jharkhand - North District 387,72633,1633.8,25.8,22.8,Wheat,116.6,649.32,14264.0,181.9,6047.2,51.7,96.7,58.1,4.1
